Nfur_Accession	Nfur_Description	Nfur_Symbol	Human_Symbol
XP_015809355.1	histone acetyltransferase KAT2A	kat2a	KAT2A
XP_015809356.1	probable ATP-dependent RNA helicase DHX58	dhx58	DHX58
XP_015809357.1	AP-2 complex subunit alpha-2-like	LOC107381936	AP2A2
XP_015809361.1	phytanoyl-CoA dioxygenase, peroxisomal	phyh	PHYH
XP_015809362.1	CD81 antigen-like	LOC107381941	TSPAN32
XP_015809362.1	CD81 antigen-like	LOC107381941	CD81
XP_015809364.1	plakophilin-3-like isoform X2	LOC107381942	PKP3
XP_015809365.1	stabilin-1	stab1	STAB1
XP_015809368.1	tubulin epsilon chain	tube1	TUBE1
XP_015809371.1	fin bud initiation factor-like	LOC107381952	FIBIN
XP_015809376.1	MAP kinase-activating death domain protein isoform X5	madd	MADD
XP_015809380.1	MAP kinase-activating death domain protein isoform X9	madd	MADD
XP_015809382.1	MAP kinase-activating death domain protein isoform X11	madd	MADD
XP_015809383.1	MAP kinase-activating death domain protein isoform X12	madd	MADD
XP_015809384.1	MAP kinase-activating death domain protein isoform X13	madd	MADD
XP_015809385.1	MAP kinase-activating death domain protein isoform X14	madd	MADD
XP_015809386.1	protein MCM10 homolog	mcm10	MCM10
XP_015809387.1	gamma-butyrobetaine dioxygenase	bbox1	BBOX1
XP_015809389.1	oxysterols receptor LXR-alpha	nr1h3	NR1H3
XP_015809389.1	oxysterols receptor LXR-alpha	nr1h3	NR1H2
XP_015809390.1	ARL14 effector protein	arl14ep	ARL14EPL
XP_015809390.1	ARL14 effector protein	arl14ep	ARL14EP
XP_015809390.1	ARL14 effector protein	arl14ep	THAP3
XP_015809392.1	potassium voltage-gated channel subfamily A member 4	kcna4	KCNA4
XP_015809393.1	tumor necrosis factor alpha-induced protein 8-like protein 3	tnfaip8l3	TNFAIP8L3
XP_015809394.1	secretogranin-3 isoform X1	scg3	SCG3
XP_015809395.1	secretogranin-3 isoform X2	scg3	SCG3
XP_015809396.1	lysM and putative peptidoglycan-binding domain-containing protein 2	lysmd2	LYSMD2
XP_015809397.1	tropomodulin-3	tmod3	TMOD4
XP_015809397.1	tropomodulin-3	tmod3	TMOD3
XP_015809397.1	tropomodulin-3	tmod3	TMOD2
XP_015809398.1	RNA polymerase-associated protein LEO1	leo1	LEO1
XP_015809400.1	bifunctional glutamate/proline--tRNA ligase isoform X1	eprs	WARS1
XP_015809400.1	bifunctional glutamate/proline--tRNA ligase isoform X1	eprs	EPRS1
XP_015809401.1	bifunctional glutamate/proline--tRNA ligase isoform X2	eprs	EPRS1
XP_015809402.1	bifunctional glutamate/proline--tRNA ligase isoform X3	eprs	WARS1
XP_015809403.1	tyrosyl-DNA phosphodiesterase 1	tdp1	TDP1
XP_015809404.1	NT-3 growth factor receptor isoform X1	ntrk3	NTRK3
XP_015809405.1	NT-3 growth factor receptor isoform X2	ntrk3	NTRK3
XP_015809406.1	NT-3 growth factor receptor isoform X3	ntrk3	NTRK3
XP_015809407.1	A-kinase anchor protein 13 isoform X1	akap13	AKAP13
XP_015809408.1	A-kinase anchor protein 13 isoform X2	akap13	AKAP13
XP_015809409.1	A-kinase anchor protein 13 isoform X3	akap13	AKAP13
XP_015809411.1	solute carrier organic anion transporter family member 3A1-like	LOC107381979	SLCO3A1
XP_015809414.1	multidrug resistance-associated protein 9-like isoform X1	LOC107381982	ABCC12
XP_015809414.1	multidrug resistance-associated protein 9-like isoform X1	LOC107381982	ABCC11
XP_015809415.1	multidrug resistance-associated protein 9-like isoform X2	LOC107381982	ABCC12
XP_015809417.1	LON peptidase N-terminal domain and RING finger protein 3-like	LOC107381954	LONRF3
XP_015809418.1	centrosomal protein of 89 kDa isoform X1	cep89	CEP89
XP_015809419.1	centrosomal protein of 89 kDa isoform X2	cep89	CEP89
XP_015809420.1	E3 ubiquitin-protein ligase RNF182-like	LOC107381985	ENSG00000284976
XP_015809421.1	rhophilin-2 isoform X1	rhpn2	RHPN2
XP_015809423.1	asc-type amino acid transporter 1	slc7a10	SLC7A10
XP_015809424.1	low-density lipoprotein receptor-related protein 3 isoform X1	lrp3	LRP10
XP_015809425.1	low-density lipoprotein receptor-related protein 3 isoform X2	lrp3	LRP3
XP_015809425.1	low-density lipoprotein receptor-related protein 3 isoform X2	lrp3	LRP10
XP_015809429.1	neuropilin and tolloid-like protein 2	neto2	NETO2
XP_015809430.1	T-cell immunomodulatory protein	itfg1	ITFG1
XP_015809431.1	phosphorylase b kinase regulatory subunit beta	phkb	PHKB
XP_015809432.1	arylsulfatase I-like	LOC107381993	ARSJ
XP_015809432.1	arylsulfatase I-like	LOC107381993	ARSI
XP_015809433.1	A disintegrin and metalloproteinase with thrombospondin motifs 18 isoform X1	adamts18	ADAMTS18
XP_015809435.1	synapse-associated protein 1	syap1	SYAP1
XP_015809437.1	pyridoxal phosphate phosphatase PHOSPHO2	phospho2	PHOSPHO2
XP_015809439.1	Y+L amino acid transporter 2	slc7a6	SLC7A6
XP_015809440.1	probable RNA polymerase II nuclear localization protein SLC7A6OS	slc7a6os	SLC7A6OS
XP_015809442.1	insulin-like growth factor 1 receptor	LOC107382005	IGF1R
XP_015809442.1	insulin-like growth factor 1 receptor	LOC107382005	INSRR
XP_015809443.1	leucine-rich repeat-containing protein 28	lrrc28	LRRC28
XP_015809444.1	phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	ptpmt1	PTPMT1
XP_015809445.1	vacuolar protein sorting-associated protein 33B	vps33b	VPS33B
XP_015809445.1	vacuolar protein sorting-associated protein 33B	vps33b	ENSG00000284946
XP_015809446.1	protein regulator of cytokinesis 1 isoform X1	prc1	PRC1
XP_015809447.1	protein regulator of cytokinesis 1 isoform X2	prc1	PRC1
XP_015809448.1	protein regulator of cytokinesis 1 isoform X3	prc1	PRC1
XP_015809449.1	microfibrillar-associated protein 1	mfap1	MFAP1
XP_015809450.1	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	hddc3	HDDC3
XP_015809451.1	huntingtin-interacting protein K	hypk	HYPK
XP_015809452.1	serine incorporator 4	serinc4	SERINC4
XP_015809453.1	ADAMTS-like protein 5	adamtsl5	ADAMTSL5
XP_015809455.1	CREB-regulated transcription coactivator 3 isoform X2	crtc3	CRTC3
XP_015809455.1	CREB-regulated transcription coactivator 3 isoform X2	crtc3	CRTC2
XP_015809457.1	CREB-regulated transcription coactivator 3 isoform X4	crtc3	CRTC3
XP_015809458.1	ras GTPase-activating-like protein IQGAP1	iqgap1	IQGAP2
XP_015809458.1	ras GTPase-activating-like protein IQGAP1	iqgap1	IQGAP1
XP_015809458.1	ras GTPase-activating-like protein IQGAP1	iqgap1	IQGAP3
XP_015809460.1	cocaine- and amphetamine-regulated transcript protein-like	LOC107382020	CARTPT
XP_015809464.1	tumor suppressor p53-binding protein 1 isoform X2	tp53bp1	TP53BP1
XP_015809465.1	tumor suppressor p53-binding protein 1 isoform X3	tp53bp1	TP53BP1
XP_015809466.1	tumor suppressor p53-binding protein 1 isoform X4	tp53bp1	TP53BP1
XP_015809467.1	gamma-tubulin complex component 4	tubgcp4	TUBGCP4
XP_015809468.1	CDKN2A-interacting protein	cdkn2aip	CDKN2AIP
XP_015809469.1	THAP domain-containing protein 6-like isoform X1	LOC107382025	THAP7
XP_015809472.1	microtubule-associated protein 1A	map1a	MAP1A
XP_015809474.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X2	ppip5k1	PPIP5K1
XP_015809476.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X4	ppip5k1	PPIP5K1
XP_015809477.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X5	ppip5k1	PPIP5K2
XP_015809479.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X7	ppip5k1	PPIP5K1
XP_015809479.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X7	ppip5k1	PPIP5K2
XP_015809480.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X8	ppip5k1	PPIP5K2
XP_015809481.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X9	ppip5k1	PPIP5K1
XP_015809481.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X9	ppip5k1	PPIP5K2
XP_015809482.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X10	ppip5k1	PPIP5K1
XP_015809482.1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform X10	ppip5k1	PPIP5K2
XP_015809484.1	V-type proton ATPase subunit d 1	atp6v0d1	ATP6V0D2
XP_015809484.1	V-type proton ATPase subunit d 1	atp6v0d1	ATP6V0D1
XP_015809491.1	complement C1q tumor necrosis factor-related protein 4	c1qtnf4	C1QTNF4
XP_015809492.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	ndufs3	NDUFS3
XP_015809500.1	AT-rich interactive domain-containing protein 3B isoform X1	arid3b	ARID3B
XP_015809502.1	protein FAM219B-like	LOC107382042	FAM219B
XP_015809508.1	uncharacterized protein KIAA0895-like homolog	kiaa0895l	MATCAP1
XP_015809508.1	uncharacterized protein KIAA0895-like homolog	kiaa0895l	MATCAP2
XP_015809513.1	zinc finger protein 319-like	LOC107382050	FIZ1
XP_015809513.1	zinc finger protein 319-like	LOC107382050	ZNF319
XP_015809518.1	26S proteasome non-ATPase regulatory subunit 13	psmd13	PSMD13
XP_015809524.1	NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform X2	sirt3	SIRT3
XP_015809527.1	cathepsin D	LOC107382058	PGC
XP_015809527.1	cathepsin D	LOC107382058	PGA5
XP_015809527.1	cathepsin D	LOC107382058	ENSG00000250644
XP_015809527.1	cathepsin D	LOC107382058	PGA4
XP_015809527.1	cathepsin D	LOC107382058	CTSE
XP_015809527.1	cathepsin D	LOC107382058	PGA3
XP_015809527.1	cathepsin D	LOC107382058	CTSD
XP_015809528.1	ribosomal protein S6 kinase alpha-2-like	LOC107382059	RPS6KA2
XP_015809529.1	elongator complex protein 4	elp4	ELP4
XP_015809530.1	mitochondrial inner membrane protease subunit 1	immp1l	IMMP1L
XP_015809533.1	paired box protein Pax-6 isoform X1	pax6	PAX6
XP_015809534.1	paired box protein Pax-6 isoform X2	pax6	PAX6
XP_015809535.1	paired box protein Pax-6 isoform X3	pax6	PAX6
XP_015809536.1	paired box protein Pax-6 isoform X4	pax6	PAX6
XP_015809536.1	paired box protein Pax-6 isoform X4	pax6	PAX4
XP_015809537.1	reticulocalbin-1	rcn1	RCN1
XP_015809537.1	reticulocalbin-1	rcn1	ENSG00000285283
XP_015809537.1	reticulocalbin-1	rcn1	RCN3
XP_015809540.1	eukaryotic translation initiation factor 3 subunit M	eif3m	EIF3M
XP_015809544.1	aggrecan core protein-like	LOC107382072	ACAN
XP_015809545.1	cell surface glycoprotein 1-like	LOC107382073	VCX3B
XP_015809547.1	forkhead box protein N5-like isoform X1	LOC107382075	FOXR2
XP_015809548.1	forkhead box protein N5-like isoform X2	LOC107382075	FOXR1
XP_015809551.1	non-canonical poly(A) RNA polymerase PAPD5	papd5	TENT4B
XP_015809552.1	HEAT repeat-containing protein 3	heatr3	HEATR3
XP_015809553.1	nuclear envelope phosphatase-regulatory subunit 1	cnep1r1	CNEP1R1
XP_015809554.1	arylamine N-acetyltransferase, pineal gland isozyme NAT-10-like	LOC107382082	NAT1
XP_015809554.1	arylamine N-acetyltransferase, pineal gland isozyme NAT-10-like	LOC107382082	NAT2
XP_015809556.1	Wilms tumor protein 1-interacting protein	wtip	WTIP
XP_015809556.1	Wilms tumor protein 1-interacting protein	wtip	AJUBA
XP_015809556.1	Wilms tumor protein 1-interacting protein	wtip	LIMD1
XP_015809557.1	short-chain dehydrogenase/reductase family 42E member 1	sdr42e1	SDR42E1
XP_015809557.1	short-chain dehydrogenase/reductase family 42E member 1	sdr42e1	SDR42E2
XP_015809558.1	glucose-6-phosphate isomerase	gpi	GPI
XP_015809558.1	glucose-6-phosphate isomerase	gpi	ENSG00000266953
XP_015809559.1	uncharacterized protein KIAA0355 homolog	kiaa0355	GARRE1
XP_015809565.1	SS18-like protein 2	ss18l2	SS18L2
XP_015809566.1	BTB/POZ domain-containing protein KCTD15 isoform X1	kctd15	KCTD15
XP_015809567.1	rho guanine nucleotide exchange factor 9 isoform X3	arhgef9	ARHGEF9
XP_015809568.1	BTB/POZ domain-containing protein KCTD15 isoform X2	kctd15	KCTD15
XP_015809568.1	BTB/POZ domain-containing protein KCTD15 isoform X2	kctd15	KCTD19
XP_015809569.1	carbohydrate sulfotransferase 8	chst8	CHST8
XP_015809569.1	carbohydrate sulfotransferase 8	chst8	CHST9
XP_015809570.1	xaa-Pro dipeptidase	pepd	PEPD
XP_015809573.1	thrombospondin type-1 domain-containing protein 4 isoform X1	thsd4	THSD4
XP_015809573.1	thrombospondin type-1 domain-containing protein 4 isoform X1	thsd4	ADAMTSL4
XP_015809574.1	thrombospondin type-1 domain-containing protein 4 isoform X2	thsd4	ADAMTSL4
XP_015809575.1	thrombospondin type-1 domain-containing protein 4 isoform X3	thsd4	THSD4
XP_015809576.1	leucine-rich repeat-containing protein 49	lrrc49	LRRC49
XP_015809577.1	la-related protein 6-like	LOC107382100	LARP6
XP_015809578.1	TM2 domain-containing protein 3	tm2d3	TM2D3
XP_015809579.1	threonine--tRNA ligase, cytoplasmic-like	LOC107382103	TARS3
XP_015809583.1	homeobox protein CDX-1-like	LOC107382102	CDX4
XP_015809583.1	homeobox protein CDX-1-like	LOC107382102	CDX2
XP_015809583.1	homeobox protein CDX-1-like	LOC107382102	CDX1
XP_015809585.1	serine/threonine-protein kinase ULK3	ulk3	ULK3
XP_015809587.1	complexin-3	cplx3	CPLX3
XP_015809588.1	tyrosine-protein kinase CSK	csk	CSK
XP_015809589.1	enhancer of mRNA-decapping protein 3	edc3	EDC3
XP_015809590.1	cytochrome P450 1A1	LOC107382111	CYP1A1
XP_015809590.1	cytochrome P450 1A1	LOC107382111	CYP1A2
XP_015809594.1	ubiquitin-like protein 7	ubl7	UBL7
XP_015809595.1	CD276 antigen isoform X1	cd276	HHLA2
XP_015809595.1	CD276 antigen isoform X1	cd276	CD276
XP_015809595.1	CD276 antigen isoform X1	cd276	MOG
XP_015809596.1	CD276 antigen isoform X2	cd276	ICOSLG
XP_015809597.1	CD276 antigen isoform X3	cd276	ICOSLG
XP_015809597.1	CD276 antigen isoform X3	cd276	HHLA2
XP_015809597.1	CD276 antigen isoform X3	cd276	CD276
XP_015809600.1	UPF0583 protein C15orf59 homolog	csgr07h15orf59	INSYN1
XP_015809601.1	lysyl oxidase homolog 1	loxl1	LOXL1
XP_015809603.1	uncharacterized protein KIAA1211-like isoform X2	LOC107382040	CRACDL
XP_015809604.1	immunoglobulin superfamily DCC subclass member 4	igdcc4	IGDCC4
XP_015809605.1	protein FAM160A1	fam160a1	FHIP1A
XP_015809609.1	SH3 domain-containing protein 19 isoform X2	sh3d19	SH3D19
XP_015809610.1	40S ribosomal protein S3a	rps3a	RPS3A
XP_015809611.1	lipopolysaccharide-responsive and beige-like anchor protein	lrba	LRBA
XP_015809613.1	protein mab-21-like 2	mab21l2	MAB21L3
XP_015809613.1	protein mab-21-like 2	mab21l2	MAB21L2
XP_015809616.1	transmembrane protein 187	tmem187	TMEM187
XP_015809617.1	slit homolog 2 protein isoform X1	slit2	SLIT2
XP_015809618.1	slit homolog 2 protein isoform X2	slit2	SLIT2
XP_015809618.1	slit homolog 2 protein isoform X2	slit2	FSHR
XP_015809619.1	rho-related GTP-binding protein RhoH	rhoh	RHOH
XP_015809620.1	NEDD4-binding protein 2	n4bp2	N4BP2
XP_015809620.1	NEDD4-binding protein 2	n4bp2	N4BP2L2
XP_015809620.1	NEDD4-binding protein 2	n4bp2	N4BP2L1
XP_015809621.1	sister chromatid cohesion protein PDS5 homolog A	pds5a	PDS5A
XP_015809622.1	ubiquitin-conjugating enzyme E2 K-like	LOC107382139	UBE2K
XP_015809625.1	protein NOXP20 isoform X2	fam114a1	FAM114A1
XP_015809627.1	kelch-like protein 5	klhl5	KLHL5
XP_015809628.1	replication factor C subunit 1	rfc1	RFC1
XP_015809629.1	microtubule-associated protein 9 isoform X1	map9	MAP9
XP_015809630.1	microtubule-associated protein 9 isoform X2	map9	MAP9
XP_015809632.1	UDP-glucose 6-dehydrogenase	ugdh	UGDH
XP_015809633.1	lipoyl synthase, mitochondrial	lias	LIAS
XP_015809634.1	60S ribosomal protein L9	rpl9	RPL9
XP_015809635.1	small integral membrane protein 14	smim14	SMIM14
XP_015809637.1	maternal embryonic leucine zipper kinase isoform X1	melk	MELK
XP_015809638.1	maternal embryonic leucine zipper kinase isoform X2	melk	MELK
XP_015809640.1	zinc finger CCHC domain-containing protein 7 isoform X2	zcchc7	ZCCHC7
XP_015809641.1	Krueppel-like factor 3	klf3	KLF3
XP_015809642.1	TBC1 domain family member 1-like	LOC107382155	TBC1D1
XP_015809643.1	phosphoglucomutase-2	pgm2	PGM2
XP_015809644.1	DNA polymerase theta-like isoform X1	LOC107382158	POLQ
XP_015809645.1	DNA polymerase theta-like isoform X2	LOC107382158	POLN
XP_015809646.1	ubiquitin-like modifier-activating enzyme 6	uba6	UBA6
XP_015809648.1	zinc finger and BTB domain-containing protein 5 isoform X1	zbtb5	ZBTB5
XP_015809650.1	DNA-directed RNA polymerase I subunit RPA49	polr1e	POLR1E
XP_015809654.1	F-box only protein 10	fbxo10	FBXO10
XP_015809656.1	alveolar macrophage chemotactic factor-like	LOC107382166	CXCL10
XP_015809656.1	alveolar macrophage chemotactic factor-like	LOC107382166	CXCL11
XP_015809657.1	calcium/calmodulin-dependent protein kinase type II delta 2 chain	LOC107382167	CAMK2D
XP_015809662.1	ankyrin-2-like isoform X5	LOC107382168	DTHD1
XP_015809663.1	ankyrin-2-like isoform X6	LOC107382168	DTHD1
XP_015809667.1	UPF0609 protein C4orf27 homolog	csgr08h4orf27	HPF1
XP_015809676.1	dihydropyrimidinase-related protein 1-like isoform X1	LOC107382174	CRMP1
XP_015809677.1	dihydropyrimidinase-related protein 1-like isoform X2	LOC107382174	CRMP1
XP_015809680.1	transmembrane protein 144	tmem144	TMEM144
XP_015809702.1	lysine-specific demethylase 4C-like isoform X1	LOC107382182	KDM4C
XP_015809703.1	lysine-specific demethylase 4C-like isoform X2	LOC107382182	KDM4C
XP_015809706.1	lysine-specific demethylase 4C-like isoform X5	LOC107382182	KDM4C
XP_015809707.1	lysine-specific demethylase 4C-like isoform X6	LOC107382182	KDM4C
XP_015809707.1	lysine-specific demethylase 4C-like isoform X6	LOC107382182	ENSG00000293552
XP_015809708.1	endosomal/lysomomal potassium channel TMEM175	tmem175	TMEM175
XP_015809709.1	proteasome-associated protein ECM29 homolog	kiaa0368	ECPAS
XP_015809710.1	structural maintenance of chromosomes protein 2	smc2	SMC2
XP_015809711.1	circadian locomoter output cycles protein kaput-like	LOC107382188	NPAS2
XP_015809712.1	uncharacterized protein LOC107382189 isoform X1	LOC107382189	EXOC1L
XP_015809718.1	pre-mRNA 3'-end-processing factor FIP1-like isoform X1	LOC107382192	FIP1L1
XP_015809719.1	pre-mRNA 3'-end-processing factor FIP1-like isoform X2	LOC107382192	FIP1L1
XP_015809721.1	cysteine-rich hydrophobic domain-containing protein 2	LOC107382195	CHIC2
XP_015809723.1	rhomboid domain-containing protein 2	rhbdd2	RHBDD2
XP_015809723.1	rhomboid domain-containing protein 2	rhbdd2	RHBDD3
XP_015809724.1	OCIA domain-containing protein 1	ociad1	OCIAD1
XP_015809727.1	glutamate receptor ionotropic, NMDA 2B-like isoform X1	LOC107382198	GRIN2B
XP_015809728.1	glutamate receptor ionotropic, NMDA 2B-like isoform X2	LOC107382198	GRIN2B
XP_015809729.1	glutamate receptor ionotropic, NMDA 2B-like isoform X3	LOC107382198	GRIN2B
XP_015809731.1	sodium-dependent phosphate transport protein 2B-like isoform X1	LOC107382201	SLC34A2
XP_015809734.1	RNA binding protein fox-1 homolog 2-like isoform X2	LOC107382202	RBFOX2
XP_015809737.1	endoplasmic reticulum resident protein 27 isoform X2	erp27	ERP27
XP_015809738.1	factor VIII intron 22 protein-like isoform X1	LOC107382204	F8A1
XP_015809738.1	factor VIII intron 22 protein-like isoform X1	LOC107382204	F8A3
XP_015809738.1	factor VIII intron 22 protein-like isoform X1	LOC107382204	F8A2
XP_015809740.1	sericin-2-like	LOC107382206	BGLAP
XP_015809741.1	uncharacterized protein LOC107382207	LOC107382207	NFAM1
XP_015809742.1	peripheral myelin protein 22-like	LOC107382208	EMP1
XP_015809745.1	activating transcription factor 7-interacting protein 1 isoform X1	atf7ip	ATF7IP
XP_015809745.1	activating transcription factor 7-interacting protein 1 isoform X1	atf7ip	ATF7IP2
XP_015809746.1	activating transcription factor 7-interacting protein 1 isoform X2	atf7ip	ATF7IP2
XP_015809746.1	activating transcription factor 7-interacting protein 1 isoform X2	atf7ip	ATF7IP
XP_015809747.1	uncharacterized protein LOC107382211 isoform X1	LOC107382211	SEPTIN3
XP_015809749.1	neuronal-specific septin-3-like isoform X2	LOC107382211	SEPTIN3
XP_015809750.1	polycomb protein SUZ12 isoform X1	suz12	SUZ12
XP_015809752.1	uncharacterized protein KIAA1211-like isoform X4	LOC107382040	CRACDL
XP_015809752.1	uncharacterized protein KIAA1211-like isoform X4	LOC107382040	KIAA1210
XP_015809755.1	U3 small nucleolar RNA-associated protein 6 homolog isoform X2	utp6	UTP6
XP_015809757.1	rab11 family-interacting protein 4	rab11fip4	RAB11FIP4
XP_015809759.1	uncharacterized protein LOC107382220	LOC107382220	C19orf38
XP_015809760.1	uncharacterized protein LOC107382221	LOC107382221	MISP3
XP_015809761.1	paralemmin-3-like isoform X1	LOC107382222	PALM3
XP_015809762.1	paralemmin-3-like isoform X2	LOC107382222	PALM3
XP_015809765.1	mitochondrial cardiolipin hydrolase	pld6	PLD6
XP_015809766.1	transcription elongation factor 1 homolog	elof1	ELOF1
XP_015809768.1	tetraspanin-1-like	LOC107382227	TSPAN16
XP_015809768.1	tetraspanin-1-like	LOC107382227	TSPAN1
